gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TenureGroup,MonthlyChargesCategory,TotalChargesCategory,AverageMonthlySpend,EngagementScore,ServiceCount,LongTermCustomer,HighMonthlyCharges,PaperlessBillingFlag,SeniorCitizenCategory
0.9962736096109475,-0.439318859651378,1.0283117320580477,1.5291432018456421,1.3218163049693654,0.32754154632188137,1.1121391211607778,0.17532614153249604,1.4076618463699546,1.2293790577309047,1.241629943077223,1.3835457979938306,-1.1203020709469944,-1.123089333475902,1.5671188317048892,-1.2130297295533679,-0.5353177264064485,0.9815557839637743,1.6599003993413788,1.1736656906258691,-0.8831483258296964,-1.24747367171729,1.072255380093464,1.4301872766352288,0.7685152822709063,0.8841690056405044,0.9913265022433592,-1.2130297295533679,-0.439318859651378
0.9962736096109475,-0.439318859651378,-0.9724677535270504,-0.6539609886065754,-0.26741022933725495,-3.0530478079177192,0.0580898277270162,-1.1830892112502729,-0.9164056281915347,-1.0379183848056,1.241629943077223,1.3835457979938306,-1.1203020709469944,-1.123089333475902,-0.830879924644404,-1.2130297295533679,0.4033238605749331,-0.9715455124063844,-0.5622521877037466,0.3573098714382205,1.5365834485453849,1.3552857509124419,-0.7023456253565207,-0.8262409555234476,-0.826650202147488,0.8841690056405044,-1.0087493855324283,-1.2130297295533679,-0.439318859651378
-1.0037403283125286,-0.439318859651378,1.0283117320580477,-0.6539609886065754,1.4440644999160286,0.32754154632188137,1.1121391211607778,0.17532614153249604,-0.9164056281915347,1.2293790577309047,1.241629943077223,1.3835457979938306,-1.1203020709469944,-1.123089333475902,1.5671188317048892,-1.2130297295533679,-0.5353177264064485,0.8370661472425127,1.756103949661117,1.1736656906258691,-0.8831483258296964,-1.24747367171729,1.045030857674773,1.3990402611606454,0.23679345413144154,0.8841690056405044,0.9913265022433592,-1.2130297295533679,-0.439318859651378
0.9962736096109475,-0.439318859651378,-0.9724677535270504,-0.6539609886065754,-1.2046463905950056,0.32754154632188137,-0.9959594657067455,0.17532614153249604,-0.9164056281915347,1.2293790577309047,-1.0281680516609568,-0.9305919105150298,-1.1203020709469944,1.1339229926412644,-0.830879924644404,-1.2130297295533679,0.4033238605749331,0.6410916974366633,-0.9083256719398274,-1.2754017669370765,-0.8831483258296964,0.05390603959757582,-0.018703845602257036,-0.23675484783782216,-0.826650202147488,-1.1310054906025413,0.9913265022433592,-1.2130297295533679,-0.439318859651378
-1.0037403283125286,-0.439318859651378,1.0283117320580477,-0.6539609886065754,0.6698259319204956,-3.0530478079177192,0.0580898277270162,-1.1830892112502729,1.4076618463699546,-1.0379183848056,-1.0281680516609568,-0.9305919105150298,1.136753498206603,-1.123089333475902,-0.830879924644404,-1.2130297295533679,-1.47395931338783,-0.8087870710422046,-0.10156067732153597,1.1736656906258691,1.5365834485453849,1.3552857509124419,-0.5863566404359509,-0.18253596904873312,-0.826650202147488,0.8841690056405044,-1.0087493855324283,-1.2130297295533679,-0.439318859651378
-1.0037403283125286,2.2762510145673045,1.0283117320580477,-0.6539609886065754,1.2810669066538112,0.32754154632188137,-0.9959594657067455,0.17532614153249604,1.4076618463699546,1.2293790577309047,1.241629943077223,-0.9305919105150298,-1.1203020709469944,1.1339229926412644,0.36811945353024256,-1.2130297295533679,-1.47395931338783,1.0629350046458643,1.814665498679414,1.1736656906258691,-0.8831483258296964,-1.24747367171729,1.29590192124868,1.4636414784412621,0.23679345413144154,0.8841690056405044,0.9913265022433592,-1.2130297295533679,2.2762510145673045
0.9962736096109475,-0.439318859651378,-0.9724677535270504,-0.6539609886065754,-1.041648797332788,0.32754154632188137,-0.9959594657067455,-1.1830892112502729,-0.9164056281915347,-1.0379183848056,1.241629943077223,1.3835457979938306,1.136753498206603,-1.123089333475902,-0.830879924644404,-1.2130297295533679,-1.47395931338783,-0.023228471396724102,-0.8156380119926696,-1.2754017669370765,1.5365834485453849,0.05390603959757582,-0.11748475780310533,-0.6059046608699165,-0.29492837400802324,-1.1310054906025413,-1.0087493855324283,-1.2130297295533679,-0.439318859651378
0.9962736096109475,-0.439318859651378,-0.9724677535270504,-0.6539609886065754,-0.43040782259947247,0.32754154632188137,-0.9959594657067455,0.17532614153249604,-0.9164056281915347,1.2293790577309047,-1.0281680516609568,-0.9305919105150298,1.136753498206603,1.1339229926412644,-0.830879924644404,0.8243821034528113,1.3419654475563147,0.9367141725675209,-0.06352313835317878,-0.4590459477494281,-0.8831483258296964,1.3552857509124419,1.1276669134901678,0.40695013863689233,-0.29492837400802324,-1.1310054906025413,0.9913265022433592,0.8243821034528113,-0.439318859651378
0.9962736096109475,-0.439318859651378,1.0283117320580477,1.5291432018456421,-0.06366323775948311,0.32754154632188137,-0.9959594657067455,-1.1830892112502729,-0.9164056281915347,-1.0379183848056,1.241629943077223,1.3835457979938306,-1.1203020709469944,-1.123089333475902,-0.830879924644404,-1.2130297295533679,1.3419654475563147,-0.35372775539133416,-0.2877929954941682,0.3573098714382205,1.5365834485453849,1.3552857509124419,-0.2573732545844306,-0.2817449813011087,-0.826650202147488,0.8841690056405044,-1.0087493855324283,-1.2130297295533679,-0.439318859651378
-1.0037403283125286,-0.439318859651378,-0.9724677535270504,-0.6539609886065754,-1.0823981956483424,-3.0530478079177192,0.0580898277270162,-1.1830892112502729,-0.9164056281915347,-1.0379183848056,1.241629943077223,-0.9305919105150298,1.136753498206603,1.1339229926412644,-0.830879924644404,0.8243821034528113,0.4033238605749331,-0.5663102094180181,-0.8775396568649181,-1.2754017669370765,1.5365834485453849,0.05390603959757582,-0.5153255390627767,-1.0062014893765936,-0.29492837400802324,-1.1310054906025413,-1.0087493855324283,0.8243821034528113,-0.439318859651378
